metric,year,value.x,country.x,SAP.x,value.y,country.y,SAP.y
Domestic general government health expenditure (% of current health expenditure),2009,67.67429319,Angola,Has received IMF money,54,Namibia,Angola has received IMF money
Domestic general government health expenditure (% of current health expenditure),2010,62.1162788,Angola,Has received IMF money,54,Namibia,Angola has received IMF money
Domestic general government health expenditure (% of current health expenditure),2011,64.75706038,Angola,Has received IMF money,54,Namibia,Angola has received IMF money
Domestic general government health expenditure (% of current health expenditure),2012,65.25454982,Angola,Has received IMF money,54.00002564,Namibia,Angola has received IMF money
Domestic general government health expenditure (% of current health expenditure),2013,62.02979904,Angola,Has received IMF money,59.36893596,Namibia,Angola has received IMF money
Domestic general government health expenditure (% of current health expenditure),2014,54.15326465,Angola,Has received IMF money,63.99983773,Namibia,Angola has received IMF money
Domestic general government health expenditure (% of current health expenditure),2015,47.36523125,Angola,Has received IMF money,54.08989226,Namibia,Angola has received IMF money
Domestic general government health expenditure (% of GDP) (World Bank),2000,1.35886472,Angola,Has not received IMF money,6.21880023,Namibia,Angola has not received IMF money
Domestic general government health expenditure (% of GDP) (World Bank),2001,2.5028634,Angola,Has not received IMF money,6.34455433,Namibia,Angola has not received IMF money
Domestic general government health expenditure (% of GDP) (World Bank),2002,1.60059102,Angola,Has not received IMF money,6.62579735,Namibia,Angola has not received IMF money
Domestic general government health expenditure (% of GDP) (World Bank),2003,1.83989949,Angola,Has not received IMF money,6.76287997,Namibia,Angola has not received IMF money
Domestic general government health expenditure (% of GDP) (World Bank),2004,2.02250333,Angola,Has not received IMF money,6.38449823,Namibia,Angola has not received IMF money
Domestic general government health expenditure (% of GDP) (World Bank),2005,1.67448274,Angola,Has not received IMF money,5.82919699,Namibia,Angola has not received IMF money
Domestic general government health expenditure (% of GDP) (World Bank),2006,1.81013124,Angola,Has not received IMF money,5.34016955,Namibia,Angola has not received IMF money
Domestic general government health expenditure (% of GDP) (World Bank),2007,1.85922312,Angola,Has not received IMF money,6.01148044,Namibia,Angola has not received IMF money
Domestic general government health expenditure (% of GDP) (World Bank),2008,2.24921052,Angola,Has not received IMF money,5.29643097,Namibia,Angola has not received IMF money
Domestic general government health expenditure (% of GDP) (World Bank),2009,2.42184456,Angola,Has received IMF money,4.43295516,Namibia,Angola has received IMF money
Domestic general government health expenditure (% of GDP) (World Bank),2010,1.69992629,Angola,Has received IMF money,5.1123832,Namibia,Angola has received IMF money
Domestic general government health expenditure (% of GDP) (World Bank),2011,1.83949077,Angola,Has received IMF money,5.24628115,Namibia,Angola has received IMF money
Domestic general government health expenditure (% of GDP) (World Bank),2012,1.75723353,Angola,Has received IMF money,4.96221636,Namibia,Angola has received IMF money
Domestic general government health expenditure (% of GDP) (World Bank),2013,1.855267,Angola,Has received IMF money,5.12615546,Namibia,Angola has received IMF money
Domestic general government health expenditure (% of GDP) (World Bank),2014,1.51559793,Angola,Has received IMF money,5.25081955,Namibia,Angola has received IMF money
Domestic general government health expenditure (% of GDP) (World Bank),2015,1.39747837,Angola,Has received IMF money,5.33585883,Namibia,Angola has received IMF money
Domestic general government health expenditure (% of general government expenditure),2000,2.73858266,Angola,Has not received IMF money,20.48963621,Namibia,Angola has not received IMF money
Domestic general government health expenditure (% of general government expenditure),2001,5.96825476,Angola,Has not received IMF money,20.48963621,Namibia,Angola has not received IMF money
Domestic general government health expenditure (% of general government expenditure),2002,4.19123057,Angola,Has not received IMF money,22.02589604,Namibia,Angola has not received IMF money
Domestic general government health expenditure (% of general government expenditure),2003,4.26046803,Angola,Has not received IMF money,21.56929127,Namibia,Angola has not received IMF money
Domestic general government health expenditure (% of general government expenditure),2004,5.65923885,Angola,Has not received IMF money,22.29819967,Namibia,Angola has not received IMF money
Domestic general government health expenditure (% of general government expenditure),2005,4.82063794,Angola,Has not received IMF money,20.85611344,Namibia,Angola has not received IMF money
Domestic general government health expenditure (% of general government expenditure),2006,4.7187378,Angola,Has not received IMF money,20.19656983,Namibia,Angola has not received IMF money
Domestic general government health expenditure (% of general government expenditure),2007,4.51627092,Angola,Has not received IMF money,23.24532211,Namibia,Angola has not received IMF money
Domestic general government health expenditure (% of general government expenditure),2008,4.06037132,Angola,Has not received IMF money,18.87839714,Namibia,Angola has not received IMF money
Domestic general government health expenditure (% of general government expenditure),2009,5.77788915,Angola,Has received IMF money,13.90641848,Namibia,Angola has received IMF money
Domestic general government health expenditure (% of general government expenditure),2010,4.24956807,Angola,Has received IMF money,15.43018015,Namibia,Angola has received IMF money
Domestic general government health expenditure (% of general government expenditure),2011,4.58056899,Angola,Has received IMF money,13.67304627,Namibia,Angola has received IMF money
Domestic general government health expenditure (% of general government expenditure),2012,4.20151311,Angola,Has received IMF money,14.16087507,Namibia,Angola has received IMF money
Domestic general government health expenditure (% of general government expenditure),2013,4.57540098,Angola,Has received IMF money,13.99308363,Namibia,Angola has received IMF money
Domestic general government health expenditure (% of general government expenditure),2014,3.61568026,Angola,Has received IMF money,12.93001851,Namibia,Angola has received IMF money
Domestic general government health expenditure (% of general government expenditure),2015,4.56262557,Angola,Has received IMF money,12.35236176,Namibia,Angola has received IMF money
Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%) (WHO),2000,1.4,Angola,Has not received IMF money,7.1,Namibia,Angola has not received IMF money
Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%) (WHO),2001,2.5,Angola,Has not received IMF money,7,Namibia,Angola has not received IMF money
Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%) (WHO),2002,1.6,Angola,Has not received IMF money,6.6,Namibia,Angola has not received IMF money
Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%) (WHO),2003,1.9,Angola,Has not received IMF money,6.8,Namibia,Angola has not received IMF money
Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%) (WHO),2004,2.1,Angola,Has not received IMF money,6.4,Namibia,Angola has not received IMF money
Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%) (WHO),2005,1.7,Angola,Has not received IMF money,5.8,Namibia,Angola has not received IMF money
Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%) (WHO),2006,1.8,Angola,Has not received IMF money,5.3,Namibia,Angola has not received IMF money
Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%) (WHO),2007,1.9,Angola,Has not received IMF money,6,Namibia,Angola has not received IMF money
Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%) (WHO),2008,2.3,Angola,Has not received IMF money,5.3,Namibia,Angola has not received IMF money
Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%) (WHO),2009,2.4,Angola,Has received IMF money,4.4,Namibia,Angola has received IMF money
Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%) (WHO),2010,1.7,Angola,Has received IMF money,5.1,Namibia,Angola has received IMF money
Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%) (WHO),2011,1.8,Angola,Has received IMF money,5.2,Namibia,Angola has received IMF money
Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%) (WHO),2012,1.7,Angola,Has received IMF money,5,Namibia,Angola has received IMF money
Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%) (WHO),2013,1.9,Angola,Has received IMF money,5.1,Namibia,Angola has received IMF money
Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%) (WHO),2014,1.5,Angola,Has received IMF money,5.2,Namibia,Angola has received IMF money
Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%) (WHO),2015,1.4,Angola,Has received IMF money,5.6,Namibia,Angola has received IMF money
Domestic general government health expenditure (GGHE-D) per capita in US$ (WHO),2000,7.6,Angola,Has not received IMF money,128,Namibia,Angola has not received IMF money
Domestic general government health expenditure (GGHE-D) per capita in US$ (WHO),2001,13.3,Angola,Has not received IMF money,116.4,Namibia,Angola has not received IMF money
Domestic general government health expenditure (GGHE-D) per capita in US$ (WHO),2002,11.6,Angola,Has not received IMF money,113.5,Namibia,Angola has not received IMF money
Domestic general government health expenditure (GGHE-D) per capita in US$ (WHO),2003,14.7,Angola,Has not received IMF money,167.9,Namibia,Angola has not received IMF money
Domestic general government health expenditure (GGHE-D) per capita in US$ (WHO),2004,21.3,Angola,Has not received IMF money,209.9,Namibia,Angola has not received IMF money
Domestic general government health expenditure (GGHE-D) per capita in US$ (WHO),2005,24.3,Angola,Has not received IMF money,208.3,Namibia,Angola has not received IMF money
Domestic general government health expenditure (GGHE-D) per capita in US$ (WHO),2006,37.6,Angola,Has not received IMF money,207.3,Namibia,Angola has not received IMF money
Domestic general government health expenditure (GGHE-D) per capita in US$ (WHO),2007,53.6,Angola,Has not received IMF money,252.6,Namibia,Angola has not received IMF money
Domestic general government health expenditure (GGHE-D) per capita in US$ (WHO),2008,87.2,Angola,Has not received IMF money,213.4,Namibia,Angola has not received IMF money
Domestic general government health expenditure (GGHE-D) per capita in US$ (WHO),2009,81.3,Angola,Has received IMF money,184.1,Namibia,Angola has received IMF money
Domestic general government health expenditure (GGHE-D) per capita in US$ (WHO),2010,60.1,Angola,Has received IMF money,265.4,Namibia,Angola has received IMF money
Domestic general government health expenditure (GGHE-D) per capita in US$ (WHO),2011,79.2,Angola,Has received IMF money,293.8,Namibia,Angola has received IMF money
Domestic general government health expenditure (GGHE-D) per capita in US$ (WHO),2012,79.8,Angola,Has received IMF money,285.3,Namibia,Angola has received IMF money
Domestic general government health expenditure (GGHE-D) per capita in US$ (WHO),2013,89.2,Angola,Has received IMF money,281.4,Namibia,Angola has received IMF money
Domestic general government health expenditure (GGHE-D) per capita in US$ (WHO),2014,71.4,Angola,Has received IMF money,283.2,Namibia,Angola has received IMF money
Domestic general government health expenditure (GGHE-D) per capita in US$ (WHO),2015,51.6,Angola,Has received IMF money,266.5,Namibia,Angola has received IMF money
Domestic general government health expenditure per capita (current US$) (World Bank),2000,7.54572601,Angola,Has not received IMF money,127.9852437,Namibia,Angola has not received IMF money
Domestic general government health expenditure per capita (current US$) (World Bank),2001,13.16932112,Angola,Has not received IMF money,116.389591,Namibia,Angola has not received IMF money
Domestic general government health expenditure per capita (current US$) (World Bank),2002,11.38310897,Angola,Has not received IMF money,113.5027501,Namibia,Angola has not received IMF money
Domestic general government health expenditure per capita (current US$) (World Bank),2003,14.34143321,Angola,Has not received IMF money,167.887983,Namibia,Angola has not received IMF money
Domestic general government health expenditure per capita (current US$) (World Bank),2004,21.05602551,Angola,Has not received IMF money,209.9422945,Namibia,Angola has not received IMF money
Domestic general government health expenditure per capita (current US$) (World Bank),2005,24.17938412,Angola,Has not received IMF money,208.280303,Namibia,Angola has not received IMF money
Domestic general government health expenditure per capita (current US$) (World Bank),2006,37.33243399,Angola,Has not received IMF money,207.2539923,Namibia,Angola has not received IMF money
Domestic general government health expenditure per capita (current US$) (World Bank),2007,53.52397587,Angola,Has not received IMF money,252.6348127,Namibia,Angola has not received IMF money
Domestic general government health expenditure per capita (current US$) (World Bank),2008,87.01253624,Angola,Has not received IMF money,213.3975473,Namibia,Angola has not received IMF money
Domestic general government health expenditure per capita (current US$) (World Bank),2009,81.07963262,Angola,Has received IMF money,184.122818,Namibia,Angola has received IMF money
Domestic general government health expenditure per capita (current US$) (World Bank),2010,60.03147046,Angola,Has received IMF money,265.4122196,Namibia,Angola has received IMF money
Domestic general government health expenditure per capita (current US$) (World Bank),2011,79.07990319,Angola,Has received IMF money,293.8428305,Namibia,Angola has received IMF money
Domestic general government health expenditure per capita (current US$) (World Bank),2012,79.76908243,Angola,Has received IMF money,285.3000597,Namibia,Angola has received IMF money
Domestic general government health expenditure per capita (current US$) (World Bank),2013,89.13880836,Angola,Has received IMF money,281.4303893,Namibia,Angola has received IMF money
Domestic general government health expenditure per capita (current US$) (World Bank),2014,71.34794142,Angola,Has received IMF money,283.1618007,Namibia,Angola has received IMF money
Domestic general government health expenditure per capita (current US$) (World Bank),2015,51.47685043,Angola,Has received IMF money,252.1162465,Namibia,Angola has received IMF money
Domestic private health expenditure (% of current health expenditure),2000,41.27677559,Angola,Has not received IMF money,34.87575415,Namibia,Angola has not received IMF money
Domestic private health expenditure (% of current health expenditure),2001,52.9285548,Angola,Has not received IMF money,33.00264021,Namibia,Angola has not received IMF money
Domestic private health expenditure (% of current health expenditure),2002,59.41811442,Angola,Has not received IMF money,33.00035987,Namibia,Angola has not received IMF money
Domestic private health expenditure (% of current health expenditure),2003,57.65277554,Angola,Has not received IMF money,33.99835598,Namibia,Angola has not received IMF money
Domestic private health expenditure (% of current health expenditure),2004,55.55617462,Angola,Has not received IMF money,32,Namibia,Angola has not received IMF money
Domestic private health expenditure (% of current health expenditure),2005,52.12799842,Angola,Has not received IMF money,35,Namibia,Angola has not received IMF money
Domestic private health expenditure (% of current health expenditure),2006,40.3695459,Angola,Has not received IMF money,35,Namibia,Angola has not received IMF money
Domestic private health expenditure (% of current health expenditure),2007,39.40857115,Angola,Has not received IMF money,25,Namibia,Angola has not received IMF money
Domestic private health expenditure (% of current health expenditure),2008,33.15676622,Angola,Has not received IMF money,23.3600421,Namibia,Angola has not received IMF money
Domestic private health expenditure (% of current health expenditure),2009,28.49826254,Angola,Has received IMF money,33.82772276,Namibia,Angola has received IMF money
Domestic private health expenditure (% of current health expenditure),2010,34.63727512,Angola,Has received IMF money,33.29415604,Namibia,Angola has received IMF money
Domestic private health expenditure (% of current health expenditure),2011,32.38171291,Angola,Has received IMF money,35.37835517,Namibia,Angola has received IMF money
Domestic private health expenditure (% of current health expenditure),2012,32.57001883,Angola,Has received IMF money,37.99997056,Namibia,Angola has received IMF money
Domestic private health expenditure (% of current health expenditure),2013,35.40424053,Angola,Has received IMF money,33.70485123,Namibia,Angola has received IMF money
Domestic private health expenditure (% of current health expenditure),2014,42.67658845,Angola,Has received IMF money,30.00017748,Namibia,Angola has received IMF money
Domestic private health expenditure (% of current health expenditure),2015,49.96444639,Angola,Has received IMF money,40.1724082,Namibia,Angola has received IMF money
Domestic private health expenditure (PVT-D) per capita in US$ (WHO),2000,6.3,Angola,Has not received IMF money,69,Namibia,Angola has not received IMF money
Domestic private health expenditure (PVT-D) per capita in US$ (WHO),2001,14,Angola,Has not received IMF money,61.9,Namibia,Angola has not received IMF money
Domestic private health expenditure (PVT-D) per capita in US$ (WHO),2002,18.6,Angola,Has not received IMF money,58.5,Namibia,Angola has not received IMF money
Domestic private health expenditure (PVT-D) per capita in US$ (WHO),2003,21.5,Angola,Has not received IMF money,93.6,Namibia,Angola has not received IMF money
Domestic private health expenditure (PVT-D) per capita in US$ (WHO),2004,29.5,Angola,Has not received IMF money,115.8,Namibia,Angola has not received IMF money
Domestic private health expenditure (PVT-D) per capita in US$ (WHO),2005,31,Angola,Has not received IMF money,155.1,Namibia,Angola has not received IMF money
Domestic private health expenditure (PVT-D) per capita in US$ (WHO),2006,32.3,Angola,Has not received IMF money,164.9,Namibia,Angola has not received IMF money
Domestic private health expenditure (PVT-D) per capita in US$ (WHO),2007,36.3,Angola,Has not received IMF money,114.8,Namibia,Angola has not received IMF money
Domestic private health expenditure (PVT-D) per capita in US$ (WHO),2008,44.8,Angola,Has not received IMF money,92.7,Namibia,Angola has not received IMF money
Domestic private health expenditure (PVT-D) per capita in US$ (WHO),2009,34.1,Angola,Has received IMF money,115.3,Namibia,Angola has received IMF money
Domestic private health expenditure (PVT-D) per capita in US$ (WHO),2010,33.4,Angola,Has received IMF money,163.6,Namibia,Angola has received IMF money
Domestic private health expenditure (PVT-D) per capita in US$ (WHO),2011,39.5,Angola,Has received IMF money,192.5,Namibia,Angola has received IMF money
Domestic private health expenditure (PVT-D) per capita in US$ (WHO),2012,39.9,Angola,Has received IMF money,200.8,Namibia,Angola has received IMF money
Domestic private health expenditure (PVT-D) per capita in US$ (WHO),2013,50.8,Angola,Has received IMF money,159.8,Namibia,Angola has received IMF money
Domestic private health expenditure (PVT-D) per capita in US$ (WHO),2014,56.1,Angola,Has received IMF money,132.7,Namibia,Angola has received IMF money
Domestic private health expenditure (PVT-D) per capita in US$ (WHO),2015,54,Angola,Has received IMF money,117.4,Namibia,Angola has received IMF money
Domestic private health expenditure per capita (current US$) (World Bank),2000,5.35072216,Angola,Has not received IMF money,74.13972422,Namibia,Angola has not received IMF money
Domestic private health expenditure per capita (current US$) (World Bank),2001,15.27213471,Angola,Has not received IMF money,61.94929846,Namibia,Angola has not received IMF money
Domestic private health expenditure per capita (current US$) (World Bank),2002,17.20829678,Angola,Has not received IMF money,58.52485553,Namibia,Angola has not received IMF money
Domestic private health expenditure per capita (current US$) (World Bank),2003,20.01606175,Angola,Has not received IMF money,93.57690857,Namibia,Angola has not received IMF money
Domestic private health expenditure per capita (current US$) (World Bank),2004,27.5151502,Angola,Has not received IMF money,115.8302315,Namibia,Angola has not received IMF money
Domestic private health expenditure per capita (current US$) (World Bank),2005,28.11299497,Angola,Has not received IMF money,155.1023533,Namibia,Angola has not received IMF money
Domestic private health expenditure per capita (current US$) (World Bank),2006,28.02643596,Angola,Has not received IMF money,164.8611302,Namibia,Angola has not received IMF money
Domestic private health expenditure per capita (current US$) (World Bank),2007,36.43401857,Angola,Has not received IMF money,114.8340058,Namibia,Angola has not received IMF money
Domestic private health expenditure per capita (current US$) (World Bank),2008,44.83070299,Angola,Has not received IMF money,92.7480425,Namibia,Angola has not received IMF money
Domestic private health expenditure per capita (current US$) (World Bank),2009,34.14337332,Angola,Has received IMF money,115.3417711,Namibia,Angola has received IMF money
Domestic private health expenditure per capita (current US$) (World Bank),2010,33.47474444,Angola,Has received IMF money,163.6421454,Namibia,Angola has received IMF money
Domestic private health expenditure per capita (current US$) (World Bank),2011,39.54383826,Angola,Has received IMF money,192.5125189,Namibia,Angola has received IMF money
Domestic private health expenditure per capita (current US$) (World Bank),2012,39.8145497,Angola,Has received IMF money,200.7664579,Namibia,Angola has received IMF money
Domestic private health expenditure per capita (current US$) (World Bank),2013,50.87702782,Angola,Has received IMF money,159.7732762,Namibia,Angola has received IMF money
Domestic private health expenditure per capita (current US$) (World Bank),2014,56.22720536,Angola,Has received IMF money,132.7332159,Namibia,Angola has received IMF money
Domestic private health expenditure per capita (current US$) (World Bank),2015,54.30169485,Angola,Has received IMF money,187.2460149,Namibia,Angola has received IMF money
External health expenditure (% of current health expenditure),2000,0.51365388,Angola,Has not received IMF money,4.91924858,Namibia,Angola has not received IMF money
External health expenditure (% of current health expenditure),2001,1.43060008,Angola,Has not received IMF money,4.99239939,Namibia,Angola has not received IMF money
External health expenditure (% of current health expenditure),2002,1.27742216,Angola,Has not received IMF money,2.99894219,Namibia,Angola has not received IMF money
External health expenditure (% of current health expenditure),2003,1.03922692,Angola,Has not received IMF money,5.00459359,Namibia,Angola has not received IMF money
External health expenditure (% of current health expenditure),2004,1.92934801,Angola,Has not received IMF money,10,Namibia,Angola has not received IMF money
External health expenditure (% of current health expenditure),2005,3.03782797,Angola,Has not received IMF money,18,Namibia,Angola has not received IMF money
External health expenditure (% of current health expenditure),2006,5.85645979,Angola,Has not received IMF money,21,Namibia,Angola has not received IMF money
External health expenditure (% of current health expenditure),2007,2.69763907,Angola,Has not received IMF money,20,Namibia,Angola has not received IMF money
External health expenditure (% of current health expenditure),2008,2.48880411,Angola,Has not received IMF money,22.89245496,Namibia,Angola has not received IMF money
External health expenditure (% of current health expenditure),2009,3.82744428,Angola,Has received IMF money,12.17227724,Namibia,Angola has received IMF money
External health expenditure (% of current health expenditure),2010,3.24644609,Angola,Has received IMF money,12.70584396,Namibia,Angola has received IMF money
External health expenditure (% of current health expenditure),2011,2.86122671,Angola,Has received IMF money,10.62164483,Namibia,Angola has received IMF money
External health expenditure (% of current health expenditure),2012,2.17543135,Angola,Has received IMF money,8.0000038,Namibia,Angola has received IMF money
External health expenditure (% of current health expenditure),2013,2.56596043,Angola,Has received IMF money,6.92621281,Namibia,Angola has received IMF money
External health expenditure (% of current health expenditure),2014,3.1701469,Angola,Has received IMF money,5.99998479,Namibia,Angola has received IMF money
External health expenditure (% of current health expenditure),2015,2.67032236,Angola,Has received IMF money,5.71526999,Namibia,Angola has received IMF money
External health expenditure (EXT) per capita in US$ (WHO),2000,0,Angola,Has not received IMF money,10.5,Namibia,Angola has not received IMF money
External health expenditure (EXT) per capita in US$ (WHO),2001,0,Angola,Has not received IMF money,9.4,Namibia,Angola has not received IMF money
External health expenditure (EXT) per capita in US$ (WHO),2002,0,Angola,Has not received IMF money,5.3,Namibia,Angola has not received IMF money
External health expenditure (EXT) per capita in US$ (WHO),2003,0.5,Angola,Has not received IMF money,13.8,Namibia,Angola has not received IMF money
External health expenditure (EXT) per capita in US$ (WHO),2004,1.3,Angola,Has not received IMF money,36.2,Namibia,Angola has not received IMF money
External health expenditure (EXT) per capita in US$ (WHO),2005,2.1,Angola,Has not received IMF money,79.8,Namibia,Angola has not received IMF money
External health expenditure (EXT) per capita in US$ (WHO),2006,4.4,Angola,Has not received IMF money,98.9,Namibia,Angola has not received IMF money
External health expenditure (EXT) per capita in US$ (WHO),2007,2.7,Angola,Has not received IMF money,91.9,Namibia,Angola has not received IMF money
External health expenditure (EXT) per capita in US$ (WHO),2008,3.4,Angola,Has not received IMF money,90.9,Namibia,Angola has not received IMF money
External health expenditure (EXT) per capita in US$ (WHO),2009,4.7,Angola,Has received IMF money,41.5,Namibia,Angola has received IMF money
External health expenditure (EXT) per capita in US$ (WHO),2010,3.2,Angola,Has received IMF money,62.4,Namibia,Angola has received IMF money
External health expenditure (EXT) per capita in US$ (WHO),2011,3.6,Angola,Has received IMF money,57.8,Namibia,Angola has received IMF money
External health expenditure (EXT) per capita in US$ (WHO),2012,2.7,Angola,Has received IMF money,42.3,Namibia,Angola has received IMF money
External health expenditure (EXT) per capita in US$ (WHO),2013,3.8,Angola,Has received IMF money,32.8,Namibia,Angola has received IMF money
External health expenditure (EXT) per capita in US$ (WHO),2014,4.3,Angola,Has received IMF money,26.5,Namibia,Angola has received IMF money
External health expenditure (EXT) per capita in US$ (WHO),2015,3,Angola,Has received IMF money,39.2,Namibia,Angola has received IMF money
External health expenditure per capita (current US$) (World Bank),2000,0.06658512,Angola,Has not received IMF money,10.45745796,Namibia,Angola has not received IMF money
External health expenditure per capita (current US$) (World Bank),2001,0.41278885,Angola,Has not received IMF money,9.37123933,Namibia,Angola has not received IMF money
External health expenditure per capita (current US$) (World Bank),2002,0.36995889,Angola,Has not received IMF money,5.31850741,Namibia,Angola has not received IMF money
External health expenditure per capita (current US$) (World Bank),2003,0.36080189,Angola,Has not received IMF money,13.77461889,Namibia,Angola has not received IMF money
External health expenditure per capita (current US$) (World Bank),2004,0.95554276,Angola,Has not received IMF money,36.19694733,Namibia,Angola has not received IMF money
External health expenditure per capita (current US$) (World Bank),2005,1.63832192,Angola,Has not received IMF money,79.76692455,Namibia,Angola has not received IMF money
External health expenditure per capita (current US$) (World Bank),2006,4.06582961,Angola,Has not received IMF money,98.91667814,Namibia,Angola has not received IMF money
External health expenditure per capita (current US$) (World Bank),2007,2.49402171,Angola,Has not received IMF money,91.86720462,Namibia,Angola has not received IMF money
External health expenditure per capita (current US$) (World Bank),2008,3.36506996,Angola,Has not received IMF money,90.89154791,Namibia,Angola has not received IMF money
External health expenditure per capita (current US$) (World Bank),2009,4.58560793,Angola,Has received IMF money,41.50359235,Namibia,Angola has received IMF money
External health expenditure per capita (current US$) (World Bank),2010,3.13748563,Angola,Has received IMF money,62.4497453,Namibia,Angola has received IMF money
External health expenditure per capita (current US$) (World Bank),2011,3.49406736,Angola,Has received IMF money,57.79804037,Namibia,Angola has received IMF money
External health expenditure per capita (current US$) (World Bank),2012,2.65931132,Angola,Has received IMF money,42.26667551,Namibia,Angola has received IMF money
External health expenditure per capita (current US$) (World Bank),2013,3.68736733,Angola,Has received IMF money,32.83277248,Namibia,Angola has received IMF money
External health expenditure per capita (current US$) (World Bank),2014,4.17672797,Angola,Has received IMF money,26.54641882,Namibia,Angola has received IMF money
External health expenditure per capita (current US$) (World Bank),2015,2.90212422,Angola,Has received IMF money,26.63921775,Namibia,Angola has received IMF money
"Foreign direct investment, net inflows (% of GDP)",2000,9.62386631,Angola,Has not received IMF money,5.121311574,Namibia,Angola has not received IMF money
"Foreign direct investment, net inflows (% of GDP)",2001,24.00911706,Angola,Has not received IMF money,10.91159371,Namibia,Angola has not received IMF money
"Foreign direct investment, net inflows (% of GDP)",2002,11.40619007,Angola,Has not received IMF money,4.503987382,Namibia,Angola has not received IMF money
"Foreign direct investment, net inflows (% of GDP)",2003,20.08101364,Angola,Has not received IMF money,1.35309576,Namibia,Angola has not received IMF money
"Foreign direct investment, net inflows (% of GDP)",2004,9.329241384,Angola,Has not received IMF money,3.449785056,Namibia,Angola has not received IMF money
"Foreign direct investment, net inflows (% of GDP)",2005,-3.526655479,Angola,Has not received IMF money,5.515185136,Namibia,Angola has not received IMF money
"Foreign direct investment, net inflows (% of GDP)",2006,-0.07200102143,Angola,Has not received IMF money,7.782628251,Namibia,Angola has not received IMF money
"Foreign direct investment, net inflows (% of GDP)",2007,-1.368761628,Angola,Has not received IMF money,7.662734693,Namibia,Angola has not received IMF money
"Foreign direct investment, net inflows (% of GDP)",2008,1.896315051,Angola,Has not received IMF money,8.83464148,Namibia,Angola has not received IMF money
"Foreign direct investment, net inflows (% of GDP)",2009,3.136662133,Angola,Has received IMF money,9.416368976,Namibia,Angola has received IMF money
"Foreign direct investment, net inflows (% of GDP)",2010,-3.851110464,Angola,Has received IMF money,2.545504269,Namibia,Angola has received IMF money
"Foreign direct investment, net inflows (% of GDP)",2011,-2.704874717,Angola,Has received IMF money,6.539236432,Namibia,Angola has received IMF money
"Foreign direct investment, net inflows (% of GDP)",2012,-1.143768334,Angola,Has received IMF money,7.965459574,Namibia,Angola has received IMF money
"Foreign direct investment, net inflows (% of GDP)",2013,-5.208122718,Angola,Has received IMF money,6.19599123,Namibia,Angola has received IMF money
"Foreign direct investment, net inflows (% of GDP)",2014,2.510095009,Angola,Has received IMF money,3.488070069,Namibia,Angola has received IMF money
"Foreign direct investment, net inflows (% of GDP)",2015,8.630605234,Angola,Has received IMF money,7.570124943,Namibia,Angola has received IMF money
GDP (constant 2010 US$),2000,35998401927,Angola,Has not received IMF money,7199915048,Namibia,Angola has not received IMF money
GDP (constant 2010 US$),2001,37512494192,Angola,Has not received IMF money,7284726349,Namibia,Angola has not received IMF money
GDP (constant 2010 US$),2002,42638834055,Angola,Has not received IMF money,7633567219,Namibia,Angola has not received IMF money
GDP (constant 2010 US$),2003,43913671239,Angola,Has not received IMF money,7957214772,Namibia,Angola has not received IMF money
GDP (constant 2010 US$),2004,48723474948,Angola,Has not received IMF money,8933529058,Namibia,Angola has not received IMF money
GDP (constant 2010 US$),2005,56046084738,Angola,Has not received IMF money,9159481479,Namibia,Angola has not received IMF money
GDP (constant 2010 US$),2006,62518109037,Angola,Has not received IMF money,9807347654,Namibia,Angola has not received IMF money
GDP (constant 2010 US$),2007,71276907518,Angola,Has not received IMF money,10334398854,Namibia,Angola has not received IMF money
GDP (constant 2010 US$),2008,79235785609,Angola,Has not received IMF money,10608240991,Namibia,Angola has not received IMF money
GDP (constant 2010 US$),2009,79916193296,Angola,Has received IMF money,10639638297,Namibia,Angola has received IMF money
GDP (constant 2010 US$),2010,83799496611,Angola,Has received IMF money,11282192605,Namibia,Angola has received IMF money
GDP (constant 2010 US$),2011,86708999524,Angola,Has received IMF money,11856607187,Namibia,Angola has received IMF money
GDP (constant 2010 US$),2012,94115810017,Angola,Has received IMF money,12456750940,Namibia,Angola has received IMF money
GDP (constant 2010 US$),2013,98778862978,Angola,Has received IMF money,13156162589,Namibia,Angola has received IMF money
