"","metric","year","value.x","country.x","SAP.x","value.y","country.y","SAP.y"
"2053","Exports as a capacity to import (constant LCU)",2004,486946585272.476,"Angola","Has not received IMF money",24907416356.7492,"Namibia","Angola has not received IMF money"
"2054","Exports as a capacity to import (constant LCU)",2005,673472686390.697,"Angola","Has not received IMF money",26659764674.0649,"Namibia","Angola has not received IMF money"
"2055","Exports as a capacity to import (constant LCU)",2006,914333780019.026,"Angola","Has not received IMF money",33812322474.4622,"Namibia","Angola has not received IMF money"
"2056","Exports as a capacity to import (constant LCU)",2007,816766255860.997,"Angola","Has not received IMF money",36955851455.1774,"Namibia","Angola has not received IMF money"
"2057","Exports as a capacity to import (constant LCU)",2008,846060375412.203,"Angola","Has not received IMF money",39424666572.2293,"Namibia","Angola has not received IMF money"
"2058","Exports as a capacity to import (constant LCU)",2009,524038654748.003,"Angola","Has not received IMF money",39956397377.9797,"Namibia","Angola has not received IMF money"
"2059","Exports as a capacity to import (constant LCU)",2010,724612668228.882,"Angola","Has received IMF money",39447137545.8435,"Namibia","Angola has received IMF money"
"2060","Exports as a capacity to import (constant LCU)",2011,858434520585.133,"Angola","Has received IMF money",39396355064.6583,"Namibia","Angola has received IMF money"
"2061","Exports as a capacity to import (constant LCU)",2012,866941465868.938,"Angola","Has received IMF money",42929119184.0267,"Namibia","Angola has received IMF money"
"2062","Exports as a capacity to import (constant LCU)",2013,816234343736.143,"Angola","Has received IMF money",45113653468.2735,"Namibia","Angola has received IMF money"
"2063","Exports as a capacity to import (constant LCU)",2014,709894953455.027,"Angola","Has received IMF money",45629991911.6941,"Namibia","Angola has received IMF money"
"2064","Exports as a capacity to import (constant LCU)",2015,375918218623.167,"Angola","Has received IMF money",46913703584.1451,"Namibia","Angola has received IMF money"
"2065","Exports of goods and services (% of GDP)",2000,89.6858311851382,"Angola","Has not received IMF money",41.6738516089444,"Namibia","Angola has not received IMF money"
"2066","Exports of goods and services (% of GDP)",2001,75.38894373114,"Angola","Has not received IMF money",42.0111243249898,"Namibia","Angola has not received IMF money"
"2067","Exports of goods and services (% of GDP)",2002,57.0849959046266,"Angola","Has not received IMF money",47.2050547619328,"Namibia","Angola has not received IMF money"
"2068","Exports of goods and services (% of GDP)",2003,54.3213373807344,"Angola","Has not received IMF money",44.4626299409951,"Namibia","Angola has not received IMF money"
"2069","Exports of goods and services (% of GDP)",2004,58.3803455316586,"Angola","Has not received IMF money",40.5886681703988,"Namibia","Angola has not received IMF money"
"2070","Exports of goods and services (% of GDP)",2005,65.5262677696291,"Angola","Has not received IMF money",41.2443417235328,"Namibia","Angola has not received IMF money"
"2071","Exports of goods and services (% of GDP)",2006,63.4678635039226,"Angola","Has not received IMF money",46.3021697716437,"Namibia","Angola has not received IMF money"
"2072","Exports of goods and services (% of GDP)",2007,67.9057833724671,"Angola","Has not received IMF money",50.482337428943,"Namibia","Angola has not received IMF money"
"2073","Exports of goods and services (% of GDP)",2008,72.475028472181,"Angola","Has not received IMF money",54.3542671081322,"Namibia","Angola has not received IMF money"
"2074","Exports of goods and services (% of GDP)",2009,58.7573030189496,"Angola","Has not received IMF money",52.3467607219445,"Namibia","Angola has not received IMF money"
"2075","Exports of goods and services (% of GDP)",2010,61.5431127231538,"Angola","Has received IMF money",47.7572842014059,"Namibia","Angola has received IMF money"
"2076","Exports of goods and services (% of GDP)",2011,60.6699484390186,"Angola","Has received IMF money",45.5261562327989,"Namibia","Angola has received IMF money"
"2077","Exports of goods and services (% of GDP)",2012,55.9401314050625,"Angola","Has received IMF money",43.4116137608521,"Namibia","Angola has received IMF money"
"2078","Exports of goods and services (% of GDP)",2013,50.7470843910637,"Angola","Has received IMF money",41.1850731497183,"Namibia","Angola has received IMF money"
"2079","Exports of goods and services (% of GDP)",2014,44.6950312503076,"Angola","Has received IMF money",38.7140741468694,"Namibia","Angola has received IMF money"
"2080","Exports of goods and services (% of GDP)",2015,29.7545994933756,"Angola","Has received IMF money",38.4086168425482,"Namibia","Angola has received IMF money"
"2081","Exports of goods and services (BoP, current US$)",2000,8187990000,"Angola","Has not received IMF money",1483285188.31833,"Namibia","Angola has not received IMF money"
"2082","Exports of goods and services (BoP, current US$)",2001,6736820000,"Angola","Has not received IMF money",1427000839.01629,"Namibia","Angola has not received IMF money"
"2083","Exports of goods and services (BoP, current US$)",2002,8534680110,"Angola","Has not received IMF money",1337410076.51633,"Namibia","Angola has not received IMF money"
"2084","Exports of goods and services (BoP, current US$)",2003,9709260555.5,"Angola","Has not received IMF money",1676488719.70202,"Namibia","Angola has not received IMF money"
"2085","Exports of goods and services (BoP, current US$)",2004,13797769756,"Angola","Has not received IMF money",2302817826.12579,"Namibia","Angola has not received IMF money"
"2086","Exports of goods and services (BoP, current US$)",2005,24286236864.59,"Angola","Has not received IMF money",2482519984.50579,"Namibia","Angola has not received IMF money"
"2087","Exports of goods and services (BoP, current US$)",2006,33346469287.82,"Angola","Has not received IMF money",3172337400.59535,"Namibia","Angola has not received IMF money"
"2088","Exports of goods and services (BoP, current US$)",2007,44706905586.82,"Angola","Has not received IMF money",3520755206.06388,"Namibia","Angola has not received IMF money"
"2089","Exports of goods and services (BoP, current US$)",2008,64243391219.74,"Angola","Has not received IMF money",3695114427.15573,"Namibia","Angola has not received IMF money"
"2090","Exports of goods and services (BoP, current US$)",2009,41451146946.8,"Angola","Has not received IMF money",3690648099.74964,"Namibia","Angola has not received IMF money"
"2091","Exports of goods and services (BoP, current US$)",2010,51451730498.67,"Angola","Has received IMF money",4609146829.29803,"Namibia","Angola has received IMF money"
"2092","Exports of goods and services (BoP, current US$)",2011,68042543017.4919,"Angola","Has received IMF money",4711451202.99975,"Namibia","Angola has received IMF money"
"2093","Exports of goods and services (BoP, current US$)",2012,71873279931.5015,"Angola","Has received IMF money",5084767942.06452,"Namibia","Angola has received IMF money"
"2094","Exports of goods and services (BoP, current US$)",2013,69562221910.0981,"Angola","Has received IMF money",4399109003.54063,"Namibia","Angola has received IMF money"
"2095","Exports of goods and services (BoP, current US$)",2014,60851231669.6018,"Angola","Has received IMF money",4823163541.8294,"Namibia","Angola has received IMF money"
"2096","Exports of goods and services (BoP, current US$)",2015,34437293543.5047,"Angola","Has received IMF money",4088451367.75698,"Namibia","Angola has received IMF money"
"2097","Exports of goods and services (constant 2010 US$)",2000,5939008186.97054,"Angola","Has not received IMF money",3410918928.81048,"Namibia","Angola has not received IMF money"
"2098","Exports of goods and services (constant 2010 US$)",2001,10734934797.6174,"Angola","Has not received IMF money",3319845593.41369,"Namibia","Angola has not received IMF money"
"2099","Exports of goods and services (constant 2010 US$)",2002,26838176775.6342,"Angola","Has not received IMF money",3858832345.61328,"Namibia","Angola has not received IMF money"
"2100","Exports of goods and services (constant 2010 US$)",2003,26489280477.551,"Angola","Has not received IMF money",4200343858.29369,"Namibia","Angola has not received IMF money"
"2101","Exports of goods and services (constant 2010 US$)",2004,29956727293.4402,"Angola","Has not received IMF money",4426121907.74055,"Namibia","Angola has not received IMF money"
"2102","Exports of goods and services (constant 2010 US$)",2005,36825804856.7324,"Angola","Has not received IMF money",4389385533.70481,"Namibia","Angola has not received IMF money"
"2103","Exports of goods and services (constant 2010 US$)",2006,42088212372.4559,"Angola","Has not received IMF money",5062969462.92206,"Namibia","Angola has not received IMF money"
"2104","Exports of goods and services (constant 2010 US$)",2007,49058020342.9569,"Angola","Has not received IMF money",5385730603.91095,"Namibia","Angola has not received IMF money"
"2105","Exports of goods and services (constant 2010 US$)",2008,54267982103.7365,"Angola","Has not received IMF money",5151181477.32783,"Namibia","Angola has not received IMF money"
"2106","Exports of goods and services (constant 2010 US$)",2009,52829598987.6446,"Angola","Has not received IMF money",5243045093.12875,"Namibia","Angola has not received IMF money"
"2107","Exports of goods and services (constant 2010 US$)",2010,51572818660.8665,"Angola","Has received IMF money",5388068786.53773,"Namibia","Angola has received IMF money"
"2108","Exports of goods and services (constant 2010 US$)",2011,48930175170.3406,"Angola","Has received IMF money",5210555728.43686,"Namibia","Angola has received IMF money"
"2109","Exports of goods and services (constant 2010 US$)",2012,51474477980.8502,"Angola","Has received IMF money",5262958853.51571,"Namibia","Angola has received IMF money"
"2110","Exports of goods and services (constant 2010 US$)",2013,50870218693.552,"Angola","Has received IMF money",5410275532.03586,"Namibia","Angola has received IMF money"
"2111","Exports of goods and services (constant 2010 US$)",2014,51228666700.4102,"Angola","Has received IMF money",5384564128.28939,"Namibia","Angola has received IMF money"
"2112","Exports of goods and services (constant 2010 US$)",2015,43703522520.3665,"Angola","Has received IMF money",5365632065.0438,"Namibia","Angola has received IMF money"
"2113","Exports of goods and services (constant LCU)",2000,84053518000,"Angola","Has not received IMF money",24972015800,"Namibia","Angola has not received IMF money"
"2114","Exports of goods and services (constant LCU)",2001,151929245900,"Angola","Has not received IMF money",24305249800,"Namibia","Angola has not received IMF money"
"2115","Exports of goods and services (constant LCU)",2002,3.79835e+11,"Angola","Has not received IMF money",28251279000,"Namibia","Angola has not received IMF money"
"2116","Exports of goods and services (constant LCU)",2003,374897145000,"Angola","Has not received IMF money",30751552700,"Namibia","Angola has not received IMF money"
"2117","Exports of goods and services (constant LCU)",2004,423971181300,"Angola","Has not received IMF money",32404518700,"Namibia","Angola has not received IMF money"
"2118","Exports of goods and services (constant LCU)",2005,521187773100,"Angola","Has not received IMF money",32135564400,"Namibia","Angola has not received IMF money"
"2119","Exports of goods and services (constant LCU)",2006,595665505900,"Angola","Has not received IMF money",37067006300,"Namibia","Angola has not received IMF money"
"2120","Exports of goods and services (constant LCU)",2007,694307713700,"Angola","Has not received IMF money",39430004800,"Namibia","Angola has not received IMF money"
"2121","Exports of goods and services (constant LCU)",2008,768043192900,"Angola","Has not received IMF money",37712824000,"Namibia","Angola has not received IMF money"
"2122","Exports of goods and services (constant LCU)",2009,747686063000,"Angola","Has not received IMF money",38385375800,"Namibia","Angola has not received IMF money"
"2123","Exports of goods and services (constant LCU)",2010,729899118700,"Angola","Has received IMF money",39447123100,"Namibia","Angola has received IMF money"
"2124","Exports of goods and services (constant LCU)",2011,692498348200,"Angola","Has received IMF money",38147514700,"Namibia","Angola has received IMF money"
"2125","Exports of goods and services (constant LCU)",2012,728507324000,"Angola","Has received IMF money",38531168400,"Namibia","Angola has received IMF money"
"2126","Exports of goods and services (constant LCU)",2013,719955371000,"Angola","Has received IMF money",39609703100,"Namibia","Angola has received IMF money"
"2127","Exports of goods and services (constant LCU)",2014,725028409300,"Angola","Has received IMF money",39421464800,"Namibia","Angola has received IMF money"
"2128","Exports of goods and services (constant LCU)",2015,618526646400,"Angola","Has received IMF money",39282859400,"Namibia","Angola has received IMF money"
"2129","Exports of goods and services (current LCU)",2000,82211503700,"Angola","Has not received IMF money",11088224000,"Namibia","Angola has not received IMF money"
"2130","Exports of goods and services (current LCU)",2001,148599750100,"Angola","Has not received IMF money",12573708700,"Namibia","Angola has not received IMF money"
"2131","Exports of goods and services (current LCU)",2002,3.79835e+11,"Angola","Has not received IMF money",16298892200,"Namibia","Angola has not received IMF money"
"2132","Exports of goods and services (current LCU)",2003,7.21898e+11,"Angola","Has not received IMF money",16184971400,"Namibia","Angola has not received IMF money"
"2133","Exports of goods and services (current LCU)",2004,1.148675e+12,"Angola","Has not received IMF money",16991110400,"Namibia","Angola has not received IMF money"
"2134","Exports of goods and services (current LCU)",2005,2.111487e+12,"Angola","Has not received IMF money",18678353000,"Namibia","Angola has not received IMF money"
"2135","Exports of goods and services (current LCU)",2006,2.671846e+12,"Angola","Has not received IMF money",24565615200,"Namibia","Angola has not received IMF money"
"2136","Exports of goods and services (current LCU)",2007,3.399591e+12,"Angola","Has not received IMF money",31088484600,"Namibia","Angola has not received IMF money"
"2137","Exports of goods and services (current LCU)",2008,4.814772e+12,"Angola","Has not received IMF money",38108052300,"Namibia","Angola has not received IMF money"
"2138","Exports of goods and services (current LCU)",2009,3.277095e+12,"Angola","Has not received IMF money",39372187200,"Namibia","Angola has not received IMF money"
"2139","Exports of goods and services (current LCU)",2010,4.739836e+12,"Angola","Has received IMF money",39447129200,"Namibia","Angola has received IMF money"
"2140","Exports of goods and services (current LCU)",2011,6.370916e+12,"Angola","Has received IMF money",41022510000,"Namibia","Angola has received IMF money"
"2141","Exports of goods and services (current LCU)",2012,6.838653e+12,"Angola","Has received IMF money",46391213500,"Namibia","Angola has received IMF money"
"2142","Exports of goods and services (current LCU)",2013,6696079588800,"Angola","Has received IMF money",50571785200,"Namibia","Angola has received IMF money"
"2143","Exports of goods and services (current LCU)",2014,6402053256300,"Angola","Has received IMF money",53720992200,"Namibia","Angola has received IMF money"
"2144","Exports of goods and services (current LCU)",2015,4150853170400,"Angola","Has received IMF money",57644648400,"Namibia","Angola has received IMF money"
"2145","Exports of goods and services (current US$)",2000,8187952996.90344,"Angola","Has not received IMF money",1597772846.47973,"Namibia","Angola has not received IMF money"
"2146","Exports of goods and services (current US$)",2001,6736804052.06298,"Angola","Has not received IMF money",1460496759.28077,"Namibia","Angola has not received IMF money"
"2147","Exports of goods and services (current US$)",2002,8725781181.80022,"Angola","Has not received IMF money",1546281764.96817,"Namibia","Angola has not received IMF money"
"2148","Exports of goods and services (current US$)",2003,9676099739.56623,"Angola","Has not received IMF money",2139539096.06462,"Namibia","Angola has not received IMF money"
"2149","Exports of goods and services (current US$)",2004,13749769575.3243,"Angola","Has not received IMF money",2630324999.61299,"Namibia","Angola has not received IMF money"
"2150","Exports of goods and services (current US$)",2005,24225663183.7639,"Angola","Has not received IMF money",2937171229.53784,"Namibia","Angola has not received IMF money"
"2151","Exports of goods and services (current US$)",2006,33245105956.2189,"Angola","Has not received IMF money",3627795200.47257,"Namibia","Angola has not received IMF money"
"2152","Exports of goods and services (current US$)",2007,44319695565.281,"Angola","Has not received IMF money",4412593266.52851,"Namibia","Angola has not received IMF money"
"2153","Exports of goods and services (current US$)",2008,64168383679.8013,"Angola","Has not received IMF money",4612895499.44318,"Namibia","Angola has not received IMF money"
"2154","Exports of goods and services (current US$)",2009,41310593206.4512,"Angola","Has not received IMF money",4646398527.20771,"Namibia","Angola has not received IMF money"
"2155","Exports of goods and services (current US$)",2010,51572818660.8665,"Angola","Has received IMF money",5388068786.53773,"Namibia","Angola has received IMF money"
"2156","Exports of goods and services (current US$)",2011,67822745138.1171,"Angola","Has received IMF money",5649627466.91273,"Namibia","Angola has received IMF money"
"2157","Exports of goods and services (current US$)",2012,71632934595.8855,"Angola","Has received IMF money",5650574116.93057,"Namibia","Angola has received IMF money"
"2158","Exports of goods and services (current US$)",2013,69376269461.8533,"Angola","Has received IMF money",5237831322.30635,"Namibia","Angola has received IMF money"
"2159","Exports of goods and services (current US$)",2014,65126113465.185,"Angola","Has received IMF money",4950011720.58566,"Namibia","Angola has received IMF money"
"2160","Exports of goods and services (current US$)",2015,34572954933.6294,"Angola","Has received IMF money",4474856069.36865,"Namibia","Angola has received IMF money"
"2161","Exports of goods, services and primary income (BoP, current US$)",2000,8222360000,"Angola","Has not received IMF money",1611712807.98396,"Namibia","Angola has not received IMF money"
"2162","Exports of goods, services and primary income (BoP, current US$)",2001,6759790000,"Angola","Has not received IMF money",1547939335.23169,"Namibia","Angola has not received IMF money"
"2163","Exports of goods, services and primary income (BoP, current US$)",2002,8552372416.6,"Angola","Has not received IMF money",1447627716.05755,"Namibia","Angola has not received IMF money"
"2164","Exports of goods, services and primary income (BoP, current US$)",2003,9721520615.5,"Angola","Has not received IMF money",1861322569.10531,"Namibia","Angola has not received IMF money"
"2165","Exports of goods, services and primary income (BoP, current US$)",2004,13830779466,"Angola","Has not received IMF money",2519829419.94659,"Namibia","Angola has not received IMF money"
"2166","Exports of goods, services and primary income (BoP, current US$)",2005,24311987562.29,"Angola","Has not received IMF money",2707913405.94583,"Namibia","Angola has not received IMF money"
"2167","Exports of goods, services and primary income (BoP, current US$)",2006,33491517668.21,"Angola","Has not received IMF money",3428350255.90351,"Namibia","Angola has not received IMF money"
"2168","Exports of goods, services and primary income (BoP, current US$)",2007,45329462968.22,"Angola","Has not received IMF money",3798009226.02829,"Namibia","Angola has not received IMF money"
"2169","Exports of goods, services and primary income (BoP, current US$)",2008,64665690436.56,"Angola","Has not received IMF money",4019364020.34557,"Namibia","Angola has not received IMF money"
"2170","Exports of goods, services and primary income (BoP, current US$)",2009,41582480380.92,"Angola","Has not received IMF money",3988057620.98973,"Namibia","Angola has not received IMF money"
"2171","Exports of goods, services and primary income (BoP, current US$)",2010,51585764935.92,"Angola","Has received IMF money",4928200221.66214,"Namibia","Angola has received IMF money"
"2172","Exports of goods, services and primary income (BoP, current US$)",2011,68252355245.6919,"Angola","Has received IMF money",5056128639.94727,"Namibia","Angola has received IMF money"
"2173","Exports of goods, services and primary income (BoP, current US$)",2012,72133100315.0915,"Angola","Has received IMF money",5433862178.94314,"Namibia","Angola has received IMF money"
"2174","Exports of goods, services and primary income (BoP, current US$)",2013,70380501721.54,"Angola","Has received IMF money",4731136937.41526,"Namibia","Angola has received IMF money"
"2175","Exports of goods, services and primary income (BoP, current US$)",2014,61496795044.6521,"Angola","Has received IMF money",5196951116.8065,"Namibia","Angola has received IMF money"
"2176","Exports of goods, services and primary income (BoP, current US$)",2015,34603647352.9644,"Angola","Has received IMF money",4399875175.7257,"Namibia","Angola has received IMF money"
"2177","External balance on goods and services (% of GDP)",2000,26.824552915418,"Angola","Has not received IMF money",-3.74419101151741,"Namibia","Angola has not received IMF money"
"2178","External balance on goods and services (% of GDP)",2001,0.442092772187029,"Angola","Has not received IMF money",-6.62279421786305,"Namibia","Angola has not received IMF money"
"2179","External balance on goods and services (% of GDP)",2002,8.8682492091045,"Angola","Has not received IMF money",-2.12404572985099,"Namibia","Angola has not received IMF money"
"2180","External balance on goods and services (% of GDP)",2003,4.74144794652078,"Angola","Has not received IMF money",-9.30992250077107,"Namibia","Angola has not received IMF money"
"2181","External balance on goods and services (% of GDP)",2004,13.1807667012217,"Angola","Has not received IMF money",-2.31140989999128,"Namibia","Angola has not received IMF money"
"2182","External balance on goods and services (% of GDP)",2005,24.461573409733,"Angola","Has not received IMF money",0.139601221874647,"Namibia","Angola has not received IMF money"
"2183","External balance on goods and services (% of GDP)",2006,32.3105676757974,"Angola","Has not received IMF money",3.98009854600333,"Namibia","Angola has not received IMF money"
"2184","External balance on goods and services (% of GDP)",2007,27.7514988509558,"Angola","Has not received IMF money",-5.33518004743996,"Namibia","Angola has not received IMF money"
"2185","External balance on goods and services (% of GDP)",2008,23.5853490387218,"Angola","Has not received IMF money",-12.4987833670939,"Namibia","Angola has not received IMF money"
"2186","External balance on goods and services (% of GDP)",2009,-4.93153630624626,"Angola","Has not received IMF money",-20.7840368059743,"Namibia","Angola has not received IMF money"
"2187","External balance on goods and services (% of GDP)",2010,18.9625954871885,"Angola","Has received IMF money",-12.8989228507977,"Namibia","Angola has received IMF money"
"2188","External balance on goods and services (% of GDP)",2011,21.3573890242462,"Angola","Has received IMF money",-11.9488464870616,"Namibia","Angola has received IMF money"
"2189","External balance on goods and services (% of GDP)",2012,20.0801642036573,"Angola","Has received IMF money",-16.743457001526,"Namibia","Angola has received IMF money"
"2190","External balance on goods and services (% of GDP)",2013,14.682237998767,"Angola","Has received IMF money",-16.8648281076884,"Namibia","Angola has received IMF money"
"2191","External balance on goods and services (% of GDP)",2014,10.0571349913456,"Angola","Has received IMF money",-24.7145884983815,"Namibia","Angola has received IMF money"
"2192","External balance on goods and services (% of GDP)",2015,-3.37932179829982,"Angola","Has received IMF money",-30.3178062478289,"Namibia","Angola has received IMF money"
"2193","External balance on goods and services (constant LCU)",2000,24086967100,"Angola","Has not received IMF money",3162388100,"Namibia","Angola has not received IMF money"
"2194","External balance on goods and services (constant LCU)",2001,-1808644700,"Angola","Has not received IMF money",-616803200,"Namibia","Angola has not received IMF money"
"2195","External balance on goods and services (constant LCU)",2002,5.9008e+10,"Angola","Has not received IMF money",1796258899.99999,"Namibia","Angola has not received IMF money"
"2196","External balance on goods and services (constant LCU)",2003,22982008700.0001,"Angola","Has not received IMF money",1517168300,"Namibia","Angola has not received IMF money"
"2197","External balance on goods and services (constant LCU)",2004,46964495800,"Angola","Has not received IMF money",6078695400,"Namibia","Angola has not received IMF money"
"2198","External balance on goods and services (constant LCU)",2005,99128788700,"Angola","Has not received IMF money",5566036000,"Namibia","Angola has not received IMF money"
"2199","External balance on goods and services (constant LCU)",2006,146805776000,"Angola","Has not received IMF money",6161164800,"Namibia","Angola has not received IMF money"
"2200","External balance on goods and services (constant LCU)",2007,211334644300,"Angola","Has not received IMF money",-1431492300,"Namibia","Angola has not received IMF money"
"2201","External balance on goods and services (constant LCU)",2008,197313916800,"Angola","Has not received IMF money",-10777558900,"Namibia","Angola has not received IMF money"
"2202","External balance on goods and services (constant LCU)",2009,179664524100,"Angola","Has not received IMF money",-17435522500,"Namibia","Angola has not received IMF money"
"2203","External balance on goods and services (constant LCU)",2010,228553300400,"Angola","Has received IMF money",-10654422300,"Namibia","Angola has received IMF money"
"2204","External balance on goods and services (constant LCU)",2011,136254953200,"Angola","Has received IMF money",-11588852300,"Namibia","Angola has received IMF money"
"2205","External balance on goods and services (constant LCU)",2012,172761533800,"Angola","Has received IMF money",-20955314100,"Namibia","Angola has received IMF money"
"2206","External balance on goods and services (constant LCU)",2013,139875420000,"Angola","Has received IMF money",-23977488300,"Namibia","Angola has received IMF money"
"2207","External balance on goods and services (constant LCU)",2014,174871779700,"Angola","Has received IMF money",-35338152400,"Namibia","Angola has received IMF money"
"2208","External balance on goods and services (constant LCU)",2015,199914234200,"Angola","Has received IMF money",-44662132800,"Namibia","Angola has received IMF money"
"2209","External balance on goods and services (current LCU)",2000,24589021500,"Angola","Has not received IMF money",-996222500,"Namibia","Angola has not received IMF money"
"2210","External balance on goods and services (current LCU)",2001,871412600.000031,"Angola","Has not received IMF money",-1982167500,"Namibia","Angola has not received IMF money"
"2211","External balance on goods and services (current LCU)",2002,5.9008e+10,"Angola","Has not received IMF money",-733387400.000002,"Namibia","Angola has not received IMF money"
"2212","External balance on goods and services (current LCU)",2003,6.3011e+10,"Angola","Has not received IMF money",-3388932000,"Namibia","Angola has not received IMF money"
"2213","External balance on goods and services (current LCU)",2004,2.59341e+11,"Angola","Has not received IMF money",-967595700,"Namibia","Angola has not received IMF money"
"2214","External balance on goods and services (current LCU)",2005,7.88238e+11,"Angola","Has not received IMF money",63221300,"Namibia","Angola has not received IMF money"
"2215","External balance on goods and services (current LCU)",2006,1.360198e+12,"Angola","Has not received IMF money",2111641200,"Namibia","Angola has not received IMF money"
"2216","External balance on goods and services (current LCU)",2007,1.389333e+12,"Angola","Has not received IMF money",-3285558300,"Namibia","Angola has not received IMF money"
"2217","External balance on goods and services (current LCU)",2008,1.566858e+12,"Angola","Has not received IMF money",-8762960399.99999,"Namibia","Angola has not received IMF money"
"2218","External balance on goods and services (current LCU)",2009,-275048583600,"Angola","Has not received IMF money",-15632543000,"Namibia","Angola has not received IMF money"
"2219","External balance on goods and services (current LCU)",2010,1.460433e+12,"Angola","Has received IMF money",-10654405600,"Namibia","Angola has received IMF money"
"2220","External balance on goods and services (current LCU)",2011,2.242727e+12,"Angola","Has received IMF money",-10766814400,"Namibia","Angola has received IMF money"
"2221","External balance on goods and services (current LCU)",2012,2.45479e+12,"Angola","Has received IMF money",-17892661000,"Namibia","Angola has received IMF money"
"2222","External balance on goods and services (current LCU)",2013,1937321825700,"Angola","Has received IMF money",-20708582000,"Namibia","Angola has received IMF money"
"2223","External balance on goods and services (current LCU)",2014,1440569835600,"Angola","Has received IMF money",-34294820300,"Namibia","Angola has received IMF money"
"2224","External balance on goods and services (current LCU)",2015,-471425219600,"Angola","Has received IMF money",-45501750000,"Namibia","Angola has received IMF money"
"2225","External balance on goods and services (current US$)",2000,2448972993.08063,"Angola","Has not received IMF money",-143552047.609441,"Namibia","Angola has not received IMF money"
"2226","External balance on goods and services (current US$)",2001,39505691.8382997,"Angola","Has not received IMF money",-230238291.595038,"Namibia","Angola has not received IMF money"
"2227","External balance on goods and services (current US$)",2002,1355564642.4781,"Angola","Has not received IMF money",-69576726.40337,"Namibia","Angola has not received IMF money"
"2228","External balance on goods and services (current US$)",2003,844580149.397571,"Angola","Has not received IMF money",-447992914.457943,"Namibia","Angola has not received IMF money"
"2229","External balance on goods and services (current US$)",2004,3104341081.18849,"Angola","Has not received IMF money",-149789572.271158,"Namibia","Angola has not received IMF money"
"2230","External balance on goods and services (current US$)",2005,9043668417.87031,"Angola","Has not received IMF money",9941550.17061626,"Namibia","Angola has not received IMF money"
"2231","External balance on goods and services (current US$)",2006,16924600681.116,"Angola","Has not received IMF money",311842457.358045,"Namibia","Angola has not received IMF money"
"2232","External balance on goods and services (current US$)",2007,18112418699.4255,"Angola","Has not received IMF money",-466340917.478071,"Namibia","Angola has not received IMF money"
"2233","External balance on goods and services (current US$)",2008,20882140486.7699,"Angola","Has not received IMF money",-1060736987.36261,"Namibia","Angola has not received IMF money"
"2234","External balance on goods and services (current US$)",2009,-3467223302.68429,"Angola","Has not received IMF money",-1844830829.50777,"Namibia","Angola has not received IMF money"
"2235","External balance on goods and services (current US$)",2010,15890559562.6822,"Angola","Has received IMF money",-1455281320.00219,"Namibia","Angola has received IMF money"
"2236","External balance on goods and services (current US$)",2011,23875358227.1959,"Angola","Has received IMF money",-1482807618.68036,"Namibia","Angola has received IMF money"
"2237","External balance on goods and services (current US$)",2012,25713223279.0045,"Angola","Has received IMF money",-2179374056.02923,"Namibia","Angola has received IMF money"
"2238","External balance on goods and services (current US$)",2013,20072067428.6638,"Angola","Has received IMF money",-2144833507.67988,"Namibia","Angola has received IMF money"
"2239","External balance on goods and services (current US$)",2014,14654472684.2885,"Angola","Has received IMF money",-3160026564.81797,"Namibia","Angola has received IMF money"
"2240","External balance on goods and services (current US$)",2015,-3926557313.09246,"Angola","Has received IMF money",-3532223507.40186,"Namibia","Angola has received IMF money"
"2241","External health expenditure (% of current health expenditure)",2000,0.51365388,"Angola","Has not received IMF money",4.91924858,"Namibia","Angola has not received IMF money"
"2242","External health expenditure (% of current health expenditure)",2001,1.43060008,"Angola","Has not received IMF money",4.99239939,"Namibia","Angola has not received IMF money"
"2243","External health expenditure (% of current health expenditure)",2002,1.27742216,"Angola","Has not received IMF money",2.99894219,"Namibia","Angola has not received IMF money"
"2244","External health expenditure (% of current health expenditure)",2003,1.03922692,"Angola","Has not received IMF money",5.00459359,"Namibia","Angola has not received IMF money"
"2245","External health expenditure (% of current health expenditure)",2004,1.92934801,"Angola","Has not received IMF money",10,"Namibia","Angola has not received IMF money"
"2246","External health expenditure (% of current health expenditure)",2005,3.03782797,"Angola","Has not received IMF money",18,"Namibia","Angola has not received IMF money"
"2247","External health expenditure (% of current health expenditure)",2006,5.85645979,"Angola","Has not received IMF money",21,"Namibia","Angola has not received IMF money"
"2248","External health expenditure (% of current health expenditure)",2007,2.69763907,"Angola","Has not received IMF money",20,"Namibia","Angola has not received IMF money"
"2249","External health expenditure (% of current health expenditure)",2008,2.48880411,"Angola","Has not received IMF money",22.89245496,"Namibia","Angola has not received IMF money"
"2250","External health expenditure (% of current health expenditure)",2009,3.82744428,"Angola","Has not received IMF money",12.17227724,"Namibia","Angola has not received IMF money"
"2251","External health expenditure (% of current health expenditure)",2010,3.24644609,"Angola","Has received IMF money",12.70584396,"Namibia","Angola has received IMF money"
"2252","External health expenditure (% of current health expenditure)",2011,2.86122671,"Angola","Has received IMF money",10.62164483,"Namibia","Angola has received IMF money"
"2253","External health expenditure (% of current health expenditure)",2012,2.17543135,"Angola","Has received IMF money",8.0000038,"Namibia","Angola has received IMF money"
"2254","External health expenditure (% of current health expenditure)",2013,2.56596043,"Angola","Has received IMF money",6.92621281,"Namibia","Angola has received IMF money"
